ann_hour	month	day	hour	illum	dgp	dgp_t1	dgp_t2	ugr	srcarea	log_gc	gcr	ugp	maxlum
9	1	1	9.5	95.59336	0.16561	0.00561	0.0	0.0	0.0	0.0	3.58182	0.14352	394.76856
10	1	1	10.5	366.12357	0.40975	0.02149	0.22826	37.9031	0.0002	2.48647	5060.5331	0.78752	2869728.0
11	1	1	11.5	249.15895	0.31617	0.01463	0.14154	28.43516	0.00019	1.54185	1793.55529	0.66467	1326032.0
34	1	2	10.5	194.82149	0.34518	0.01144	0.17375	30.68508	0.0002	1.89266	1271.21521	0.69787	810512.0
35	1	2	11.5	312.07838	0.34675	0.01832	0.16843	31.66208	0.00025	1.83478	3366.41149	0.7115	2388576.0
36	1	2	12.5	310.75236	0.34707	0.01824	0.16882	31.27754	0.00021	1.83905	5549.035	0.70619	3585728.0
37	1	2	13.5	353.46408	0.18075	0.02075	0.0	0.0	0.0	0.0	3.93024	0.14352	1737.34862
38	1	2	14.5	300.79816	0.17766	0.01766	0.0	0.0	0.0	0.0	4.62284	0.14352	1948.3949
39	1	2	15.5	221.27016	0.17299	0.01299	0.0	0.0	0.0	0.0	5.34255	0.14352	1660.48577
106	1	5	10.5	375.39436	0.41201	0.02204	0.22998	38.16881	0.00021	2.50518	5212.1519	0.79035	2944192.0
107	1	5	11.5	379.04209	0.37202	0.02225	0.18977	34.29631	0.00019	2.06724	5494.10749	0.74588	3562816.0
108	1	5	12.5	315.25483	0.34421	0.01851	0.16571	31.05546	0.00018	1.80511	5215.13318	0.70309	3516992.0
109	1	5	13.5	351.77439	0.18065	0.02065	0.0	0.0	0.0	0.0	3.9805	0.14352	1648.57345
110	1	5	14.5	332.43747	0.18504	0.01951	0.00553	10.26081	0.01304	0.06021	4.67991	0.32577	2184.05722
111	1	5	15.5	240.91686	0.17414	0.01414	0.0	0.0	0.0	0.0	5.47785	0.14352	1869.35757
181	1	8	13.5	191.45228	0.17124	0.01124	0.0	0.0	0.0	0.0	3.95283	0.14352	961.06473
182	1	8	14.5	255.91279	0.17502	0.01502	0.0	0.0	0.0	0.0	4.37558	0.14352	1558.28205
183	1	8	15.5	208.43817	0.17224	0.01224	0.0	0.0	0.0	0.0	5.34132	0.14352	1603.82345
201	1	9	9.5	96.3812	0.16566	0.00566	0.0	0.0	0.0	0.0	3.66424	0.14352	405.21459
202	1	9	10.5	308.60505	0.39488	0.01812	0.21676	36.24802	0.00022	2.36123	3691.69862	0.76918	2044896.0
203	1	9	11.5	259.00612	0.32058	0.0152	0.14538	28.92953	0.00021	1.58361	1910.23833	0.67218	1400496.0
225	1	10	9.5	100.2239	0.16588	0.00588	0.0	0.0	0.0	0.0	3.6759	0.14352	422.17705
226	1	10	10.5	403.72109	0.41529	0.0237	0.23159	38.56686	0.00024	2.52275	5355.24216	0.79452	3287872.0
227	1	10	11.5	534.55042	0.41211	0.03138	0.22074	38.45763	0.0115	2.40454	11051.25039	0.79338	6885442.65643
228	1	10	12.5	420.81061	0.39539	0.0247	0.21069	36.08616	0.01147	2.29509	12325.46024	0.76731	8042112.0
229	1	10	13.5	419.49743	0.1878	0.02462	0.00318	8.89427	0.01824	0.03463	4.04	0.29878	2367.6059
230	1	10	14.5	401.13853	0.19472	0.02355	0.01117	13.68622	0.02241	0.12166	4.99244	0.3946	3074.9797
231	1	10	15.5	253.94994	0.17698	0.01491	0.00208	5.7775	0.00349	0.02263	5.68278	0.2395	2048.35757
249	1	11	9.5	80.07271	0.1647	0.0047	0.0	0.0	0.0	0.0	2.93933	0.14352	281.00208
250	1	11	10.5	253.25206	0.3808	0.01487	0.20593	34.59769	0.00019	2.24325	2816.57353	0.7496	1483552.0
251	1	11	11.5	407.40781	0.3776	0.02391	0.19369	34.90972	0.00021	2.10987	5971.46029	0.7534	3975232.0
252	1	11	12.5	405.38757	0.37976	0.0238	0.19597	34.61813	0.00826	2.1347	9427.67553	0.74985	6575744.0
