ann_hour	month	day	hour	illum	dgp	dgp_t1	dgp_t2	ugr	srcarea	log_gc	gcr	ugp	maxlum
9	1	1	9.5	432.81525	0.18557	0.02541	0.00017	0.0	0.00015	0.00183	7.78676	0.14352	2010.11324
10	1	1	10.5	1305.03113	0.27666	0.07661	0.04006	25.16827	0.19209	0.43638	5.76882	0.61206	5373.64734
11	1	1	11.5	1308.17618	0.29324	0.07679	0.05645	28.304	0.19364	0.61498	9.59812	0.66266	8311.85227
34	1	2	10.5	853.17947	0.2583	0.05008	0.04822	25.33795	0.17962	0.5253	7.88911	0.61491	4646.59333
35	1	2	11.5	1555.95594	0.30541	0.09133	0.05408	28.34649	0.19455	0.5891	8.6701	0.66331	9472.18667
36	1	2	12.5	4421.21405	0.5494	0.25953	0.12988	41.74684	0.19659	1.41478	175.90377	0.82538	541532.63168
37	1	2	13.5	5771.34816	0.64002	0.33878	0.14124	43.69202	0.19636	1.53854	206.19337	0.84219	764688.0
38	1	2	14.5	1704.10733	0.30993	0.10003	0.0499	27.83937	0.19376	0.54361	7.82364	0.65546	26401.43478
39	1	2	15.5	898.43329	0.25999	0.05274	0.04725	25.37234	0.1811	0.51472	8.54314	0.61549	5239.39734
106	1	5	10.5	1318.54012	0.27692	0.0774	0.03952	25.09887	0.19204	0.43053	5.74733	0.61088	5284.14734
107	1	5	11.5	1730.01994	0.31138	0.10155	0.04982	27.89424	0.19509	0.54275	7.60607	0.65632	9248.43667
108	1	5	12.5	4304.45869	0.54138	0.25267	0.1287	41.43061	0.19663	1.402	172.306	0.82251	530592.01146
109	1	5	13.5	5378.85869	0.61431	0.31574	0.13857	43.05879	0.19634	1.50952	196.88583	0.83688	703297.55518
110	1	5	14.5	1880.27026	0.31937	0.11037	0.049	27.93418	0.19417	0.53376	7.67417	0.65694	36055.83759
111	1	5	15.5	969.58843	0.26328	0.05691	0.04637	25.49384	0.18594	0.5051	8.21282	0.61753	5418.39734
181	1	8	13.5	1879.52315	0.36281	0.11033	0.09248	34.78382	0.19396	1.00744	59.16532	0.75187	128332.18396
182	1	8	14.5	1561.63085	0.30657	0.09167	0.0549	28.53587	0.19348	0.59805	9.5115	0.66621	27058.38358
183	1	8	15.5	883.20937	0.25874	0.05184	0.0469	25.28785	0.17989	0.51085	8.61401	0.61407	5146.99804
