ann_hour	month	day	hour	illum	dgp	dgp_t1	dgp_t2	ugr	srcarea	log_gc	gcr	ugp	maxlum
9	1	1	9.5	961.54951	0.21644	0.05644	0.0	0.0	0.0	0.0	2.69568	0.14352	1754.31697
10	1	1	10.5	3382.56354	0.4595	0.19856	0.10094	34.65662	0.31218	1.09961	68.46983	0.75032	324348.0
11	1	1	11.5	2844.46673	0.38402	0.16697	0.05705	29.5234	0.44452	0.62144	17.14852	0.68104	121888.18396
34	1	2	10.5	1973.90449	0.3282	0.11587	0.05234	26.71959	0.16034	0.57011	17.4534	0.63768	94916.38879
35	1	2	11.5	3597.93174	0.44997	0.2112	0.07877	33.23779	0.52706	0.85811	32.94533	0.73248	218000.36792
36	1	2	12.5	4462.10674	0.50645	0.26193	0.08452	35.96184	0.8589	0.92071	42.95002	0.76588	301227.87301
37	1	2	13.5	5017.10159	0.55951	0.2945	0.10501	38.81261	0.88348	1.14387	68.1972	0.79706	431032.0
38	1	2	14.5	3078.87735	0.42278	0.18073	0.08205	32.28124	0.42233	0.89377	35.28993	0.71989	294276.0
39	1	2	15.5	2249.15121	0.38447	0.13203	0.09244	31.82402	0.12603	1.00698	60.0734	0.71371	219812.0
106	1	5	10.5	3381.11062	0.45969	0.19847	0.10122	34.63516	0.31592	1.10259	70.52177	0.75006	338668.0
107	1	5	11.5	4348.04051	0.50857	0.25523	0.09334	36.10047	0.69039	1.01673	50.75255	0.76748	328644.0
108	1	5	12.5	4503.81475	0.50634	0.26437	0.08197	35.81966	0.90007	0.89292	40.36523	0.76422	295193.31377
109	1	5	13.5	4990.25871	0.55146	0.29293	0.09853	38.25811	0.97239	1.0733	57.47709	0.79129	396664.0
110	1	5	14.5	3483.66001	0.45413	0.20449	0.08964	33.81638	0.51694	0.9765	44.2987	0.73987	358716.0
111	1	5	15.5	2494.77218	0.40352	0.14644	0.09708	32.70789	0.13676	1.05752	68.70338	0.72556	260000.77759
181	1	8	13.5	2370.82768	0.33674	0.13917	0.03757	25.76358	0.30793	0.40926	9.72871	0.62202	73234.1944
182	1	8	14.5	2772.95246	0.38962	0.16277	0.06685	30.24666	0.40213	0.72818	24.09321	0.6916	198424.77759
183	1	8	15.5	2217.8171	0.37817	0.13019	0.08799	31.36677	0.14753	0.95846	55.22342	0.70743	206924.0
201	1	9	9.5	973.4954	0.21714	0.05714	0.0	0.0	0.0	0.0	2.70802	0.14352	1799.06697
202	1	9	10.5	2810.65731	0.40939	0.16499	0.08441	31.98349	0.28148	0.91946	45.72476	0.71588	239860.0
203	1	9	11.5	2966.3039	0.39096	0.17412	0.05684	29.69998	0.46693	0.61916	17.99101	0.68364	131432.38879
225	1	10	9.5	1007.80205	0.21916	0.05916	0.0	0.0	0.0	0.0	2.67207	0.14352	1822.16679
226	1	10	10.5	3501.67315	0.46727	0.20555	0.10172	34.77455	0.34468	1.10806	73.57643	0.75176	385208.0
227	1	10	11.5	6100.49221	0.63389	0.3581	0.11579	42.1417	1.17304	1.26132	98.79979	0.82892	634376.0
228	1	10	12.5	6769.73895	0.66932	0.39738	0.11193	42.31065	1.16722	1.21931	99.64494	0.83041	680388.70615
229	1	10	13.5	6447.89497	0.65478	0.37849	0.11629	42.47748	1.15285	1.26677	99.60622	0.83187	663016.0
230	1	10	14.5	4330.26353	0.52538	0.25419	0.1112	38.05998	0.80215	1.21129	83.97986	0.78919	574232.0
231	1	10	15.5	2724.75468	0.41787	0.15994	0.09792	33.16886	0.16216	1.0667	72.41034	0.73159	292936.77759
249	1	11	9.5	774.42859	0.20546	0.04546	0.0	0.0	0.0	0.0	2.93961	0.14352	1810.97929
250	1	11	10.5	2341.07798	0.36923	0.13742	0.0718	29.63962	0.19725	0.78219	32.85629	0.68276	176494.0
251	1	11	11.5	4688.33773	0.52994	0.27521	0.09473	36.84412	0.79308	1.03196	55.50162	0.77593	370888.0
252	1	11	12.5	6232.57793	0.62801	0.36585	0.10216	40.74155	1.18454	1.11287	75.74189	0.8161	552386.94321
253	1	11	13.5	6356.65807	0.64784	0.37314	0.11471	42.24927	1.15717	1.24951	96.44269	0.82987	645832.0
254	1	11	14.5	4335.77254	0.52375	0.25451	0.10924	37.88507	0.81253	1.18999	80.43704	0.78733	554369.55518
255	1	11	15.5	2776.57456	0.42131	0.16298	0.09832	33.29141	0.1666	1.07105	73.7951	0.73317	301436.0
417	1	18	9.5	1112.03165	0.22528	0.06528	0.0	0.0	0.0	0.0	2.63084	0.14352	1965.36324
418	1	18	10.5	3352.15528	0.44789	0.19677	0.09112	33.37065	0.37089	0.99261	58.37309	0.73419	425304.0
419	1	18	11.5	6151.52226	0.63205	0.36109	0.11096	41.59693	1.18544	1.20867	95.18568	0.82403	637240.0
420	1	18	12.5	6789.50863	0.66535	0.39854	0.1068	41.71022	1.1809	1.16342	94.62461	0.82505	673712.73584
421	1	18	13.5	6199.38203	0.63027	0.3639	0.10636	41.16569	1.1735	1.15865	83.89667	0.82007	594280.0
422	1	18	14.5	3896.20105	0.47996	0.22871	0.09126	34.86187	0.63963	0.99407	53.20033	0.75282	396664.0
423	1	18	15.5	2392.95758	0.37829	0.14047	0.07782	30.55609	0.18065	0.8477	45.45296	0.69603	204060.0
585	1	25	9.5	1332.71271	0.2405	0.07823	0.00227	11.28432	0.05871	0.02475	2.56762	0.34622	2556.71777
586	1	25	10.5	2579.43214	0.3617	0.15141	0.05029	27.50545	0.29388	0.54784	18.6514	0.65022	221336.77759
587	1	25	11.5	4060.54941	0.4682	0.23835	0.06985	33.12531	0.69979	0.76088	32.68337	0.73102	254180.0
588	1	25	12.5	4108.68316	0.46282	0.24118	0.06164	32.73876	0.83815	0.67151	27.49461	0.72597	227064.77759
589	1	25	13.5	4954.09794	0.53201	0.29081	0.0812	36.44587	1.03779	0.88458	45.89844	0.77144	360240.77759
590	1	25	14.5	4168.89535	0.49095	0.24471	0.08624	35.26069	0.86218	0.93939	50.49864	0.75762	425304.0
591	1	25	15.5	3257.43649	0.43974	0.19121	0.08853	33.00211	0.27564	0.96433	65.8389	0.72942	340100.0
592	1	25	16.5	850.33564	0.20991	0.04991	0.0	0.0	0.0	0.0	3.05276	0.14352	1931.80074
660	1	28	12.5	3020.63553	0.3623	0.17731	0.02499	25.32923	0.58719	0.27225	7.15844	0.61477	76098.1944
661	1	28	13.5	4512.14863	0.49369	0.26486	0.06882	34.44704	0.97445	0.7497	33.41329	0.74775	281388.0
662	1	28	14.5	4107.365	0.4813	0.2411	0.0802	34.49915	0.86143	0.87365	44.5505	0.74839	402392.0
663	1	28	15.5	3379.57661	0.44555	0.19838	0.08717	33.03824	0.3019	0.94956	66.40407	0.72989	354512.77759
664	1	28	16.5	841.15588	0.20938	0.04938	0.0	0.0	0.0	0.0	2.99408	0.14352	1855.72929
681	1	29	9.5	1441.51407	0.24686	0.08462	0.00224	11.55716	0.09001	0.02445	2.50588	0.35169	2345.67167
682	1	29	10.5	2679.30668	0.34618	0.15728	0.02891	24.66644	0.3752	0.31488	8.44754	0.60353	151115.22746
683	1	29	11.5	3453.93855	0.41678	0.20275	0.05403	30.15364	0.56789	0.58861	21.4119	0.69025	175062.0
686	1	29	14.5	2259.46525	0.31978	0.13263	0.02715	23.70321	0.30549	0.2957	8.34445	0.58684	87101.28638
687	1	29	15.5	1740.885	0.29801	0.10219	0.03582	24.05227	0.15445	0.39019	14.41461	0.59294	81468.1944
707	1	30	11.5	2328.23026	0.32005	0.13667	0.02338	23.30208	0.32987	0.25473	7.16942	0.57977	59870.09198
708	1	30	12.5	2770.27365	0.34846	0.16262	0.02585	24.78445	0.46067	0.28155	8.11487	0.60554	76696.09198
709	1	30	13.5	2856.17756	0.36036	0.16766	0.0327	26.03697	0.44452	0.35621	10.3462	0.62654	94154.0
710	1	30	14.5	2354.76237	0.32534	0.13822	0.02712	23.93326	0.3399	0.29539	8.30732	0.59086	91336.38879
711	1	30	15.5	1756.0028	0.29769	0.10308	0.03461	23.90091	0.15919	0.37702	13.98499	0.5903	80394.1944
752	2	1	8.5	372.0089	0.18184	0.02184	0.0	0.0	0.0	0.0	3.12414	0.14352	977.08787
753	2	1	9.5	1570.82617	0.25425	0.09221	0.00205	11.47809	0.09314	0.0223	2.45062	0.35011	2413.52132
754	2	1	10.5	3259.94324	0.38531	0.19136	0.03395	26.88678	0.62353	0.36982	9.86797	0.64037	218000.36792
755	2	1	11.5	6485.96285	0.64359	0.38073	0.10287	40.82424	1.20896	1.12057	96.81196	0.81688	700248.0
756	2	1	12.5	7110.95168	0.67526	0.41741	0.09784	40.87899	1.21181	1.06584	94.00562	0.81739	723160.0
757	2	1	13.5	7225.80012	0.68829	0.42415	0.10413	41.69227	1.2109	1.13435	102.58033	0.82489	776144.0
758	2	1	14.5	5339.09087	0.58042	0.3134	0.10701	39.8326	1.1688	1.16572	101.00902	0.80733	827696.0
759	2	1	15.5	4711.70023	0.54536	0.27658	0.10879	36.92695	0.40255	1.18505	126.5556	0.77686	688792.0
760	2	1	16.5	1191.79539	0.2326	0.06996	0.00264	11.51968	0.06441	0.02873	2.74764	0.35094	2387.45579
805	2	3	13.5	3085.88121	0.37584	0.18114	0.0347	26.84121	0.51507	0.37803	11.93158	0.63964	110668.38879
806	2	3	14.5	3726.61532	0.43977	0.21875	0.06102	31.48559	0.73218	0.66466	27.81001	0.70907	311460.0
807	2	3	15.5	3868.69173	0.47831	0.22709	0.09122	34.10878	0.36166	0.99364	82.36905	0.74355	462536.0
808	2	3	16.5	1133.88611	0.22995	0.06656	0.0034	12.38535	0.08439	0.03699	2.8828	0.36836	2356.85917
876	2	6	12.5	3670.84246	0.41475	0.21548	0.03927	29.10284	0.77302	0.42779	15.68996	0.67479	153582.0
877	2	6	13.5	3085.88866	0.37111	0.18114	0.02997	26.10172	0.53405	0.32649	10.31475	0.62761	101314.0
897	2	7	9.5	1801.39978	0.26783	0.10574	0.00209	11.97796	0.10296	0.02273	2.42326	0.36016	2776.32367
898	2	7	10.5	3272.77001	0.36816	0.19211	0.01605	23.5972	0.73326	0.17484	3.53666	0.58498	109906.0
899	2	7	11.5	6671.44092	0.65057	0.39161	0.09896	40.46274	1.22044	1.07796	99.00265	0.81344	741776.0
900	2	7	12.5	7283.52086	0.68125	0.42754	0.09371	41.24811	1.35113	1.02077	95.70743	0.82083	758960.0
901	2	7	13.5	5316.16849	0.54327	0.31206	0.07121	35.67769	1.10955	0.77575	44.79873	0.76256	393800.0
902	2	7	14.5	3018.57426	0.36886	0.17719	0.03167	26.10532	0.53782	0.34501	10.58137	0.62767	155776.38879
922	2	8	10.5	1922.93512	0.27704	0.11288	0.00416	15.0389	0.20554	0.04534	2.65312	0.42184	15700.91879
923	2	8	11.5	3694.51018	0.42916	0.21687	0.05229	30.30264	0.61996	0.56964	24.9117	0.6924	206924.0
924	2	8	12.5	4850.84392	0.50118	0.28474	0.05644	33.41926	1.07	0.6148	30.6886	0.73482	291504.77759
925	2	8	13.5	3953.70667	0.43925	0.23208	0.04717	30.77713	0.87621	0.51385	20.71591	0.69917	196900.0
926	2	8	14.5	2529.98414	0.32975	0.14851	0.02124	23.10835	0.39101	0.23139	7.01907	0.57634	101360.38879
928	2	8	16.5	1028.69553	0.22432	0.06038	0.00393	12.68599	0.09038	0.04285	3.02251	0.37442	2345.67167
944	2	9	8.5	593.13411	0.19482	0.03482	0.0	0.0	0.0	0.0	2.88562	0.14352	1486.60837
945	2	9	9.5	1969.82878	0.27788	0.11563	0.00225	12.52473	0.11088	0.02452	2.3896	0.37117	2906.09174
946	2	9	10.5	3445.01986	0.38011	0.20222	0.01789	25.5727	1.08909	0.19489	3.06412	0.61884	90395.0
947	2	9	11.5	7361.21925	0.69682	0.4321	0.10472	42.6302	1.38672	1.14075	121.71572	0.8332	907888.0
948	2	9	12.5	7850.60283	0.71881	0.46083	0.09798	42.41511	1.40308	1.06735	113.84922	0.83133	896432.0
949	2	9	13.5	7547.1198	0.70334	0.44302	0.10032	42.02195	1.33745	1.09283	111.3514	0.82785	867792.0
950	2	9	14.5	4887.26115	0.53086	0.28688	0.08397	36.95072	1.21002	0.91476	61.10152	0.77712	694520.0
951	2	9	15.5	4489.86888	0.52158	0.26356	0.09802	35.5517	0.4317	1.06777	112.25751	0.76108	642968.0
952	2	9	16.5	1475.70878	0.24935	0.08662	0.00272	12.31586	0.07985	0.02966	2.65891	0.36696	2906.09174
968	2	10	8.5	572.29611	0.19359	0.03359	0.0	0.0	0.0	0.0	2.85858	0.14352	1321.03684
969	2	10	9.5	2003.17339	0.2799	0.11759	0.00231	12.68183	0.11485	0.0252	2.38279	0.37434	2934.39849
