ann_hour	month	day	hour	illum	dgp	dgp_t1	dgp_t2	ugr	srcarea	log_gc	gcr	ugp	maxlum
9	1	1	9.5	1299.43317	0.25337	0.07628	0.0171	20.84168	0.40577	0.18625	6.85538	0.53499	11350.06768
10	1	1	10.5	12461.7364	1.0	0.7315	0.33315	63.52526	0.44517	3.62905	43008.427	0.94634	271972212.3686
11	1	1	11.5	5544.47042	0.74634	0.32546	0.26088	51.883	0.44634	2.84178	14517.76212	0.89805	110344192.0
34	1	2	10.5	5232.49202	0.76525	0.30715	0.2981	56.16715	0.44479	3.24727	16833.86276	0.91932	77549370.75666
35	1	2	11.5	7599.87532	0.88821	0.44611	0.2821	55.24425	0.44631	3.073	22863.09153	0.91512	197226496.0
36	1	2	12.5	5045.684	0.76486	0.29618	0.30868	54.34042	1.19206	3.36256	31811.21933	0.91082	282275840.0
37	1	2	13.5	6035.8528	0.51871	0.3543	0.00441	19.66671	1.93286	0.048	2.0712	0.51281	20587.99216
38	1	2	14.5	5968.13669	0.51994	0.35033	0.00961	24.65804	2.41745	0.10473	1.49712	0.60338	11105.29468
39	1	2	15.5	4336.85093	0.41506	0.25457	0.00049	9.41219	0.33885	0.0053	1.39855	0.30896	5600.29664
106	1	5	10.5	12878.66852	1.0	0.75598	0.33463	63.81435	0.44526	3.64516	44551.1827	0.9472	282239761.76667
107	1	5	11.5	9855.11127	1.0	0.5785	0.29913	57.96385	0.50236	3.25852	33329.79058	0.92692	298405888.0
108	1	5	12.5	5261.55566	0.77102	0.30885	0.30216	54.16048	1.33757	3.29156	28703.7601	0.90994	276410368.0
109	1	5	13.5	6055.66041	0.51976	0.35547	0.00429	19.57731	1.89085	0.04673	2.22026	0.5111	22031.58936
110	1	5	14.5	6712.84497	0.56512	0.39404	0.01107	29.81963	3.97369	0.12064	1.43561	0.6854	11534.86696
111	1	5	15.5	4861.78027	0.45605	0.28539	0.01066	23.82579	1.86634	0.11615	1.37776	0.58899	5779.29698
181	1	8	13.5	3194.95743	0.35217	0.18754	0.00462	17.27607	0.44408	0.05036	3.84432	0.4664	17775.07474
182	1	8	14.5	4940.31362	0.45107	0.29	0.00108	12.7733	0.44867	0.01171	1.74826	0.37618	11803.36696
183	1	8	15.5	4229.69618	0.40872	0.24828	0.00044	8.944	0.31832	0.00475	1.41468	0.29976	5507.89734
201	1	9	9.5	1303.58926	0.25314	0.07652	0.01662	20.70701	0.40939	0.18102	6.73349	0.53247	11105.29468
202	1	9	10.5	9733.41677	1.0	0.57135	0.32306	61.35148	0.4453	3.51921	32832.78693	0.93943	197226496.0
203	1	9	11.5	6016.77418	0.77841	0.35318	0.26522	52.66767	0.44647	2.88915	16035.60012	0.9023	115987559.85104
225	1	10	9.5	1342.77247	0.25512	0.07882	0.0163	20.69572	0.41738	0.17753	6.61791	0.53226	11284.29468
226	1	10	10.5	14215.1855	1.0	0.83443	0.33252	64.03929	0.4454	3.62221	42455.31455	0.94786	320401408.0
227	1	10	11.5	15580.14296	1.0	0.91455	0.31577	62.66691	1.37231	3.43977	47336.38452	0.9437	579215360.0
228	1	10	12.5	7266.01791	0.93307	0.42652	0.34656	60.60565	1.89588	3.77516	50543.54544	0.93686	640802816.0
229	1	10	13.5	7439.75401	0.60738	0.43671	0.01067	29.74805	4.19409	0.11624	1.66536	0.68435	18920.64633
230	1	10	14.5	8674.82811	0.68131	0.50921	0.0121	32.60152	4.29071	0.13179	1.30164	0.72415	11892.86696
