ann_hour	month	day	hour	illum	dgp	dgp_t1	dgp_t2	ugr	srcarea	log_gc	gcr	ugp	maxlum
9	1	1	9.5	144.38022	0.1823	0.00848	0.01382	11.20584	0.00115	0.15054	7.61	0.34464	3780.03324
10	1	1	10.5	426.63087	0.21153	0.02504	0.02649	17.65089	0.01922	0.28857	6.35194	0.47377	10092.62108
11	1	1	11.5	383.15891	0.21825	0.02249	0.03576	18.63079	0.00254	0.38951	9.70159	0.49289	18312.07474
34	1	2	10.5	264.90408	0.20077	0.01555	0.02522	15.7298	0.00206	0.27468	7.64439	0.43568	8762.25157
35	1	2	11.5	462.7819	0.22064	0.02717	0.03348	18.84842	0.00261	0.36469	8.76523	0.4971	20453.74216
36	1	2	12.5	1114.75254	0.52305	0.06544	0.29761	48.65039	0.00287	3.24194	14161.5776	0.87864	8271232.0
37	1	2	13.5	1353.72827	0.5539	0.07946	0.31444	51.10212	0.00282	3.42528	19063.70375	0.89365	11662208.0
38	1	2	14.5	438.84973	0.19512	0.02576	0.00936	13.01438	0.0029	0.10191	4.38097	0.38105	6742.96928
39	1	2	15.5	236.82723	0.18227	0.0139	0.00837	10.69752	0.00161	0.09118	5.4662	0.33447	3551.93429
106	1	5	10.5	433.1286	0.21408	0.02542	0.02866	18.16281	0.02461	0.31216	6.36514	0.48379	9698.83529
107	1	5	11.5	533.13554	0.21804	0.0313	0.02675	18.13656	0.00259	0.29139	7.23281	0.48328	19850.96917
108	1	5	12.5	1111.48607	0.51782	0.06524	0.29257	48.14732	0.00295	3.18708	12690.36977	0.87533	8042112.0
109	1	5	13.5	1308.51254	0.54837	0.07681	0.31156	50.60803	0.0029	3.39389	18163.93059	0.89077	10447292.80895
110	1	5	14.5	488.85121	0.1999	0.0287	0.0112	14.08988	0.00586	0.122	4.28478	0.40274	6969.61858
111	1	5	15.5	258.69189	0.18394	0.01519	0.00876	11.14649	0.00202	0.09538	5.344	0.34345	3754.75894
181	1	8	13.5	462.73414	0.43297	0.02716	0.24581	40.28428	0.0025	2.67762	3868.23207	0.81173	1895968.0
182	1	8	14.5	392.33797	0.19414	0.02303	0.01111	13.35328	0.00226	0.12099	4.96905	0.38788	7014.36858
183	1	8	15.5	233.93105	0.1818	0.01373	0.00806	10.51764	0.00159	0.08785	5.38115	0.33088	3648.81569
201	1	9	9.5	145.19659	0.18226	0.00852	0.01374	11.20032	0.0012	0.14967	7.69534	0.34453	3839.77684
202	1	9	10.5	374.79063	0.20338	0.022	0.02138	16.05628	0.00555	0.23287	6.81729	0.4422	9698.83529
203	1	9	11.5	396.06305	0.21856	0.02325	0.03531	18.66289	0.00257	0.38467	9.56389	0.49351	18103.54913
225	1	10	9.5	151.05562	0.18125	0.00887	0.01238	10.88991	0.00114	0.13487	7.5517	0.33832	3750.27684
226	1	10	10.5	462.10984	0.2179	0.02713	0.03078	18.81382	0.03053	0.33525	6.43183	0.49643	10226.87108
227	1	10	11.5	685.92667	0.22542	0.04026	0.02515	18.85463	0.02717	0.27399	5.52446	0.49722	16415.17894
228	1	10	12.5	1903.25464	0.58849	0.11172	0.31677	52.77053	0.01549	3.45063	23214.35722	0.90285	18467072.0
229	1	10	13.5	1898.3838	0.59584	0.11144	0.32441	53.52608	0.00602	3.53386	25635.42334	0.90677	17854067.34094
230	1	10	14.5	588.21072	0.20694	0.03453	0.01241	15.09025	0.00804	0.13523	3.76775	0.42287	6754.83278
231	1	10	15.5	279.81359	0.1905	0.01643	0.01408	13.33804	0.00447	0.15334	5.34754	0.38758	3799.50894
249	1	11	9.5	120.82866	0.1805	0.00709	0.01341	10.53272	0.00092	0.14606	7.97325	0.33118	3266.99104
250	1	11	10.5	317.13832	0.1968	0.01862	0.01819	14.77625	0.00203	0.19813	6.88257	0.41656	8535.60227
251	1	11	11.5	568.43517	0.22064	0.03337	0.02727	18.47374	0.00718	0.29705	7.13645	0.48984	19373.94357
