ann_hour	month	day	hour	illum	dgp	dgp_t1	dgp_t2	ugr	srcarea	log_gc	gcr	ugp	maxlum
9	1	1	9.5	126.17432	0.16741	0.00741	0.0	0.0	0.0	0.0	6.49785	0.14352	530.67827
10	1	1	10.5	283.31798	0.17663	0.01663	0.0	0.0	0.0	0.0	8.64737	0.14352	1587.29587
11	1	1	11.5	799.82557	0.52032	0.04695	0.31337	49.48362	0.00706	3.41366	21681.30147	0.88395	6988160.0
34	1	2	10.5	239.68933	0.17407	0.01407	0.0	0.0	0.0	0.0	8.45434	0.14352	1297.93701
35	1	2	11.5	1220.38993	0.56662	0.07164	0.33498	54.17025	0.02935	3.64901	36722.50354	0.90999	13019430.30162
36	1	2	12.5	1609.87613	0.58836	0.0945	0.33386	55.64491	0.03361	3.63685	40378.44707	0.91697	18375424.0
37	1	2	13.5	347.53137	0.18214	0.0204	0.00174	6.07746	0.00203	0.01894	9.4253	0.24503	2099.61324
38	1	2	14.5	250.74135	0.17472	0.01472	0.0	0.0	0.0	0.0	6.5802	0.14352	1162.40645
39	1	2	15.5	149.27938	0.16876	0.00876	0.0	0.0	0.0	0.0	5.36977	0.14352	569.09305
106	1	5	10.5	283.42373	0.17664	0.01664	0.0	0.0	0.0	0.0	8.52965	0.14352	1557.42407
107	1	5	11.5	1657.94445	0.60123	0.09732	0.3439	56.83743	0.02896	3.74624	45865.64237	0.92224	19624925.08617
108	1	5	12.5	1686.67617	0.59123	0.09901	0.33222	55.7958	0.03837	3.61896	39216.86224	0.91765	17987081.19712
109	1	5	13.5	372.77299	0.18793	0.02188	0.00605	10.92679	0.00821	0.06585	9.12023	0.33905	2288.28452
110	1	5	14.5	267.17881	0.17568	0.01568	0.0	0.0	0.0	0.0	6.48188	0.14352	1218.70636
111	1	5	15.5	156.37398	0.16918	0.00918	0.0	0.0	0.0	0.0	5.37733	0.14352	594.44613
181	1	8	13.5	288.62072	0.17694	0.01694	0.0	0.0	0.0	0.0	8.83697	0.14352	1678.24552
182	1	8	14.5	254.51339	0.17494	0.01494	0.0	0.0	0.0	0.0	6.67398	0.14352	1206.39833
183	1	8	15.5	151.88696	0.16892	0.00892	0.0	0.0	0.0	0.0	5.41312	0.14352	558.64702
201	1	9	9.5	127.65059	0.16749	0.00749	0.0	0.0	0.0	0.0	6.36258	0.14352	525.08452
202	1	9	10.5	279.30413	0.1764	0.0164	0.0	0.0	0.0	0.0	8.41699	0.14352	1531.35837
203	1	9	11.5	826.56665	0.52215	0.04852	0.31363	49.71259	0.0106	3.4164	23087.81922	0.88537	7767168.0
225	1	10	9.5	130.89607	0.16768	0.00768	0.0	0.0	0.0	0.0	6.31446	0.14352	530.85947
226	1	10	10.5	290.78369	0.17707	0.01707	0.0	0.0	0.0	0.0	8.29202	0.14352	1542.54587
227	1	10	11.5	2706.38112	0.67647	0.15886	0.35761	60.91972	0.00474	3.89549	64805.23196	0.93795	37839761.16104
228	1	10	12.5	2998.01224	0.68516	0.17598	0.34918	60.65307	0.00186	3.80369	60066.45094	0.93703	41699840.0
229	1	10	13.5	342.79858	0.18012	0.02012	0.0	0.0	0.0	0.0	9.1747	0.14352	1902.72034
230	1	10	14.5	259.44502	0.17523	0.01523	0.0	0.0	0.0	0.0	6.80843	0.14352	1250.42351
231	1	10	15.5	167.18259	0.16981	0.00981	0.0	0.0	0.0	0.0	5.37905	0.14352	625.39296
249	1	11	9.5	99.5733	0.16584	0.00584	0.0	0.0	0.0	0.0	7.00781	0.14352	463.75112
250	1	11	10.5	249.28929	0.17463	0.01463	0.0	0.0	0.0	0.0	8.03748	0.14352	1277.99647
251	1	11	11.5	1770.56696	0.60959	0.10393	0.34566	57.31613	0.02887	3.76537	50112.52017	0.92426	22034387.86012
252	1	11	12.5	2627.13687	0.66206	0.15421	0.34785	59.73093	0.02971	3.78917	58985.65222	0.93372	34179908.13496
253	1	11	13.5	348.14091	0.18044	0.02044	0.0	0.0	0.0	0.0	9.18762	0.14352	1944.50447
254	1	11	14.5	266.79024	0.17566	0.01566	0.0	0.0	0.0	0.0	6.76953	0.14352	1278.75467
255	1	11	15.5	168.89057	0.16991	0.00991	0.0	0.0	0.0	0.0	5.38344	0.14352	633.78359
417	1	18	9.5	142.46942	0.16836	0.00836	0.0	0.0	0.0	0.0	6.14376	0.14352	558.08675
418	1	18	10.5	295.43554	0.17734	0.01734	0.0	0.0	0.0	0.0	8.0619	0.14352	1500.03692
419	1	18	11.5	2700.01296	0.67181	0.15849	0.35332	60.48673	0.00891	3.84878	63518.79978	0.93644	37818563.15817
420	1	18	12.5	880.48914	0.53684	0.05168	0.32516	50.4967	0.00437	3.54204	37697.91571	0.89011	17733888.0
421	1	18	13.5	378.6604	0.18412	0.02223	0.00189	6.65392	0.00309	0.02061	8.99878	0.25578	2136.14162
422	1	18	14.5	286.00087	0.17679	0.01679	0.0	0.0	0.0	0.0	6.50563	0.14352	1297.21227
423	1	18	15.5	175.91006	0.17033	0.01033	0.0	0.0	0.0	0.0	5.34839	0.14352	633.22332
585	1	25	9.5	150.49043	0.16883	0.00883	0.0	0.0	0.0	0.0	6.55742	0.14352	688.48717
586	1	25	10.5	279.36494	0.1764	0.0164	0.0	0.0	0.0	0.0	7.83423	0.14352	1410.53684
587	1	25	11.5	439.44027	0.1992	0.0258	0.01341	14.83757	0.0268	0.14607	9.77003	0.41779	2776.32367
588	1	25	12.5	442.89051	0.19287	0.026	0.00687	12.03906	0.0161	0.07487	9.47473	0.36139	2443.39329
589	1	25	13.5	407.21264	0.19166	0.0239	0.00775	12.22082	0.01338	0.08445	8.6828	0.36505	2544.80545
590	1	25	14.5	310.54751	0.17823	0.01823	0.0	0.0	0.0	0.0	6.33545	0.14352	1353.87451
591	1	25	15.5	210.78817	0.17237	0.01237	0.0	0.0	0.0	0.0	5.26139	0.14352	789.208
592	1	25	16.5	86.2452	0.16506	0.00506	0.0	0.0	0.0	0.0	4.94811	0.14352	265.24853
660	1	28	12.5	412.84309	0.18635	0.02423	0.00211	7.33301	0.00487	0.02301	9.11772	0.26862	2201.75039
661	1	28	13.5	414.39144	0.19258	0.02432	0.00825	12.53524	0.01472	0.08988	8.61695	0.37138	2595.87402
662	1	28	14.5	318.08952	0.17867	0.01867	0.0	0.0	0.0	0.0	6.26142	0.14352	1376.24951
663	1	28	15.5	219.3127	0.17287	0.01287	0.0	0.0	0.0	0.0	5.25019	0.14352	839.55175
664	1	28	16.5	89.53291	0.16526	0.00526	0.0	0.0	0.0	0.0	4.87632	0.14352	278.2052
681	1	29	9.5	171.81683	0.17009	0.01009	0.0	0.0	0.0	0.0	6.27544	0.14352	688.48717
682	1	29	10.5	308.87755	0.17813	0.01813	0.0	0.0	0.0	0.0	7.58687	0.14352	1519.44604
683	1	29	11.5	401.64947	0.18875	0.02358	0.00517	10.58968	0.0103	0.05632	9.10679	0.33232	2401.60917
686	1	29	14.5	248.55533	0.17459	0.01459	0.0	0.0	0.0	0.0	6.3706	0.14352	1076.65485
687	1	29	15.5	167.79834	0.16985	0.00985	0.0	0.0	0.0	0.0	5.32737	0.14352	577.84609
707	1	30	11.5	324.96403	0.17908	0.01908	0.0	0.0	0.0	0.0	9.04698	0.14352	1832.62947
708	1	30	12.5	372.54493	0.18187	0.02187	0.0	0.0	0.0	0.0	9.13388	0.14352	1911.66679
709	1	30	13.5	334.44656	0.17963	0.01963	0.0	0.0	0.0	0.0	8.11655	0.14352	1889.29179
710	1	30	14.5	257.94018	0.17514	0.01514	0.0	0.0	0.0	0.0	6.29016	0.14352	1110.57976
711	1	30	15.5	169.96234	0.16998	0.00998	0.0	0.0	0.0	0.0	5.31953	0.14352	583.43984
752	2	1	8.5	45.58176	0.16268	0.00268	0.0	0.0	0.0	0.0	5.58256	0.14352	165.039
753	2	1	9.5	177.77351	0.17044	0.01044	0.0	0.0	0.0	0.0	6.20126	0.14352	688.12476
754	2	1	10.5	316.84195	0.1786	0.0186	0.0	0.0	0.0	0.0	7.66127	0.14352	1432.91192
755	2	1	11.5	424.99673	0.18585	0.02495	0.0009	4.36123	0.00238	0.00981	9.16694	0.21402	2098.88842
756	2	1	12.5	449.98787	0.18642	0.02641	1e-05	0.0	2e-05	7e-05	9.2363	0.14352	2000.44197
757	2	1	13.5	374.67368	0.18199	0.02199	0.0	0.0	0.0	0.0	8.1047	0.14352	1868.43302
758	2	1	14.5	280.76919	0.17648	0.01648	0.0	0.0	0.0	0.0	6.22402	0.14352	1556.89897
