ann_hour	month	day	hour	illum	dgp	dgp_t1	dgp_t2	ugr	srcarea	log_gc	gcr	ugp	maxlum
9	1	1	9.5	609.28482	0.19577	0.03577	0.0	0.0	0.0	0.0	3.75318	0.14352	1753.59214
10	1	1	10.5	2165.20104	0.59575	0.1271	0.30866	52.07081	0.11168	3.36227	14391.68719	0.89909	18192128.0
11	1	1	11.5	1877.21349	0.52238	0.11019	0.25219	45.61726	0.1715	2.74712	2868.22836	0.85738	6800215.7402
34	1	2	10.5	1310.26613	0.48306	0.07691	0.24615	43.73654	0.10504	2.68133	2804.68178	0.84256	5212480.0
35	1	2	11.5	2215.66386	0.57112	0.13006	0.28106	49.11464	0.1873	3.06168	6200.70092	0.88163	12968192.0
36	1	2	12.5	2851.88196	0.62302	0.16741	0.29561	51.68662	0.20536	3.22017	10313.8536	0.89696	18449204.31115
37	1	2	13.5	3064.08598	0.65605	0.17986	0.31618	54.16935	0.13255	3.44428	16163.30873	0.90998	26302976.0
38	1	2	14.5	1725.21056	0.54718	0.10127	0.28591	48.31576	0.13841	3.11446	7079.55803	0.87645	14984448.0
39	1	2	15.5	1492.60593	0.54677	0.08762	0.29915	49.83447	0.07592	3.25872	12157.26118	0.88612	11514163.58932
106	1	5	10.5	2235.40761	0.60444	0.13122	0.31322	52.66226	0.1114	3.41198	16653.12417	0.90228	19072918.89139
107	1	5	11.5	2725.81031	0.62246	0.16001	0.30245	52.20627	0.18437	3.29471	11288.59173	0.89982	19566848.0
108	1	5	12.5	2806.43901	0.61094	0.16474	0.2862	50.71839	0.22551	3.11764	8146.06956	0.89142	17917184.0
109	1	5	13.5	3029.90617	0.64501	0.17786	0.30715	53.17832	0.19568	3.34587	12678.62698	0.90498	23553536.0
110	1	5	14.5	2454.49961	0.60946	0.14408	0.30538	52.11279	0.14691	3.32655	12448.90169	0.89931	20391680.0
111	1	5	15.5	1615.02235	0.5643	0.0948	0.30949	51.1365	0.07927	3.3714	16040.29925	0.89385	14385816.82929
181	1	8	13.5	1577.33454	0.47277	0.09259	0.22018	41.93129	0.15513	2.39846	1308.18461	0.82704	4250176.0
182	1	8	14.5	2008.79524	0.56008	0.11792	0.28216	48.96429	0.15735	3.07363	6895.26959	0.88067	11391570.46632
183	1	8	15.5	1421.40109	0.53747	0.08344	0.29404	49.14	0.09733	3.20303	11022.08666	0.88179	11570560.0
201	1	9	9.5	623.49678	0.1966	0.0366	0.0	0.0	0.0	0.0	3.74007	0.14352	1799.06697
